date,twd_pdn,twd_md,LWP_pd,LWP_md
2024-05-01,0.9766833186465288,225.13164586666667,-0.6895649486839166,-1.139729451058209
2024-05-02,0.8878171497071677,170.4496626,-0.6694174730683168,-1.0025851129467442
2024-05-03,0.6649233965688204,159.44680806666668,-0.6188836590216161,-0.9749895666229775
2024-05-04,0.6408651454719803,202.32052913333334,-0.6134292433186245,-1.082518367643036
2024-05-05,0.7474870652327505,193.3023772,-0.6376022503707724,-1.059900525275209
2024-05-06,0.71112713539711,96.56903179999999,-0.6293588343611507,-0.8172898912845844
2024-05-07,0.38142309528928053,52.95133006666667,-0.5546093072045345,-0.7078951605742997
2024-05-08,0.26583688438687936,117.7940316,-0.5284039425145729,-0.8705229376207331
2024-05-09,0.4159290205938739,175.17607726666668,-0.5624323887772574,-1.01443912723769
2024-05-10,0.5342476145058694,189.30616973333332,-0.5892572312810522,-1.0498778963354465
2024-05-11,0.6213769953556745,192.03008566666668,-0.609010947425512,-1.0567095733418657
2024-05-12,0.6374366715145557,184.16561546666665,-0.6126519498189681,-1.036985205355494
2024-05-13,0.44123810332319147,153.035728,-0.5681703893372914,-0.9589103522310121
2024-05-14,0.4721982258768045,174.90716913333333,-0.5751895769724704,-1.0137646961772995
2024-05-15,0.5554749233756779,169.99224673333333,-0.5940698241152398,-1.0014378978581884
2024-05-16,0.4609412393977252,64.98604626666666,-0.572637426212521,-0.7380786522658755
2024-05-17,0.2797882827464647,165.46790393333333,-0.5315669623860052,-0.9900906869190851
2024-05-18,0.5749752086203439,175.7148266,-0.5984908712488484,-1.0157903295225024
2024-05-19,0.4928471629667136,176.04859186666667,-0.5798710430632488,-1.0166274245554012
2024-05-20,0.555658322244696,159.78583666666665,-0.5941114037656914,-0.975839862281076
2024-05-21,0.43096980102644444,149.94487646666667,-0.565842390137973,-0.9511583878285393
2024-05-22,0.42131750383843497,167.06571413333333,-0.5636540497993382,-0.9940980511223569
2024-05-23,0.3616462462681105,101.68041653333333,-0.5501255583475391,-0.8301094240485573
2024-05-24,0.37961025962917627,136.2452634,-0.5541983064525839,-0.9167992762131331
2024-05-25,0.3481437513945263,162.895014,-0.5470643125499293,-0.9836377884347731
2024-05-26,0.4772496971803656,155.87977686666667,-0.5763348316416668,-0.9660433268613127
2024-05-27,0.36445683933882295,121.50396846666666,-0.5507627677156642,-0.8798275898227772
2024-05-28,0.2600017639211082,161.5189053888889,-0.52708102121953615,-0.9801864596173824
2024-05-29,0.5135541569798424,153.37238955555554,-0.5845656716483582,-0.9597547112583552
2024-05-30,0.2751270270583286,123.34301355555556,-0.5305101762497774,-0.8844399796156425
2024-05-31,0.38711698951208234,80.18044400000001,-0.5559002101024638,-0.7761867364218249
2024-06-01,0.33553531536138753,159.54171716666667,-0.5442057651346374,-0.9752276019853159
2024-06-02,0.3945161142373317,75.857548,-0.557577717828497,-0.7653447611453703
2024-06-03,0.2642642631451913,151.69632811111111,-0.5280474024667949,-0.9555510901806136
2024-06-04,0.4347441029922783,187.81734577777777,-0.5666980887433044,-1.0461438734681079
2024-06-05,0.4112776649746652,166.29485764285715,-0.5613778471554459,-0.9921647159203448
2024-06-06,0.318663507262802,153.63787628571427,-0.5403806385840679,-0.9604205613191958
2024-06-07,0.13286730251326523,135.72909921428572,-0.4982574712489647,-0.9155047182732461
2024-06-08,0.1311437689638851,76.00492392857143,-0.4978667168080649,-0.7657143851599004
2024-06-09,0.09767535293719133,131.58417164285714,-0.490278856277578,-0.9051090940777708
2024-06-10,0.08781656740910031,145.7173572142857,-0.48804370151173926,-0.9405556207911066
2024-06-11,0.35452744583804324,178.5071656111111,-0.5485116049185916,-1.0227936140155705
2024-06-12,0.5885566009363714,216.80391294444445,-0.6015700044418161,-1.118843203863817
2024-06-13,0.7090465675989586,240.21928605555556,-0.6288871341688259,-1.1775697835362458
2024-06-14,0.7268696458571196,167.02831377777778,-0.6329279298831798,-0.9940042497146284
2024-06-15,0.32218475763077076,80.24891483333333,-0.5411789660777792,-0.7763584636810876
2024-06-16,0.2635569780296978,160.28662822222222,-0.5278870488723083,-0.9770958651236126
2024-06-17,0.4479059158377584,191.1956705,-0.5696820961167104,-1.0546168307435475
2024-06-18,0.5747453538527239,225.477498,-0.5984387592541374,-1.1405968603780052
2024-06-19,0.7628351185504939,250.8879738888889,-0.6410819157333827,-1.2043272280181883
2024-06-20,0.6984677513136178,131.46290927777778,-0.6264887361542086,-0.9048049637993291
2024-06-21,0.3418481047030042,48.00423472222222,-0.5456369821078078,-0.695487671378462
2024-06-22,0.17809080851918405,79.50954422222222,-0.5085104110952622,-0.7745040961724075
2024-06-23,0.15578928349085858,135.1510986111111,-0.5034542751431714,-0.9140550724225491
2024-06-24,0.35017669290715886,193.74955466666668,-0.5475252150513261,-1.0610220620963093
2024-06-25,0.4977712085558843,213.1538808888889,-0.5809874081504577,-1.1096887950358922
2024-06-26,0.6114705704268324,197.18978655555554,-0.6067649919952987,-1.0696502847240579
2024-06-27,0.568494470640001,259.6093643888889,-0.5970215774558512,-1.2262007822691592
2024-06-28,0.8175614976251357,274.1876575555556,-0.6534893189228774,-1.2627636544932206
2024-06-29,0.9387704115489353,236.39831188888888,-0.6809694462516412,-1.1679866458787653
2024-06-30,0.8384362619587971,246.37664361111112,-0.6582219839000389,-1.193012652942686
2024-07-01,0.7128643127641724,259.07053472222225,-0.6297526820881383,-1.2248493785055201
2024-07-02,0.8945937293136892,308.95220333333333,-0.6709538392018982,-1.349954358553609
2024-07-03,1.0930457658245887,276.4079278888889,-0.7159462993719519,-1.2683321706132116
2024-07-04,0.9713716532673152,321.6901076666667,-0.6883607035816104,-1.3819014708264565
2024-07-05,1.159596778260649,318.04412383333334,-0.7310345485476751,-1.3727572150823089
2024-07-06,1.2860125419708777,253.03541555555555,-0.7596951574968152,-1.2097130872795787
2024-07-07,0.45852801392822046,165.35222033333332,-0.5720903068544786,-0.9898005483797607
2024-07-08,0.5693728964700687,226.709265,-0.5972207315681825,-1.1436861753558238
2024-07-09,0.7606945984566158,274.3073875555556,-0.6405966233334646,-1.2630639415461244
2024-07-10,0.9585491781907762,276.5285307777778,-0.685453629865937,-1.268634646902163
2024-07-11,0.7964165896461917,267.4272595,-0.6486954077755367,-1.2458083382937735
2024-07-12,0.5579731450283971,85.13313255555555,-0.5946362135571529,-0.7886082535879358
2024-07-13,0.30262918995838894,180.68537433333333,-0.5367453854752737,-1.0282566381348854
2024-07-14,0.5790673823440714,228.255344,-0.5994186368012248,-1.1475637958892453
2024-07-15,0.725299312008726,257.8269476111111,-0.6325719084264605,-1.2217304182731241
2024-07-16,0.28247406152784854,155.2174631111111,-0.5321758742267277,-0.9643822206577424
2024-07-17,0.4978717958422157,196.55726555555555,-0.5810102130032244,-1.0680638997997298
2024-07-18,0.6072585253917833,221.22861038888888,-0.6058100495729087,-1.1299405007449952
2024-07-19,0.741496659856879,252.65419500000002,-0.6362441233390976,-1.2087569727123513
2024-07-20,0.8793083547236885,288.33320805555553,-0.6674883841755036,-1.2982411928824944
2024-07-21,0.9080980547225088,183.01126811111112,-0.6740155000130554,-1.034090061570084
2024-07-22,0.671340069438938,266.2554182777778,-0.620338428161852,-1.2428693192752118
2024-07-23,0.8433170310826911,292.64591577777776,-0.6593285374747309,-1.3090576155997904
2024-07-24,0.9939048448241715,331.4764006666667,-0.6934693622855002,-1.4064458380178346
2024-07-25,1.1752528359749845,336.8113931111111,-0.7345840437582905,-1.419826186789292
2024-07-26,1.2614487103950456,345.8016211666667,-0.7541261180793798,-1.4423739950891035
2024-07-27,1.3633948653336623,365.16831616666667,-0.7772390495272459,-1.4909463475992344
2024-07-28,1.3962913949312699,371.3641318888889,-0.7846972536539243,-1.506485671440891
2024-07-29,1.49505794968965,390.8414099444444,-0.8070893155305772,-1.555335370145408
2024-07-30,1.7001337660686437,413.84325822222223,-0.8535834995283631,-1.6130248149852622
2024-07-31,1.8321804476303072,435.23132483333336,-0.8835207335583328,-1.666666838621461
2024-08-01,1.5998884617276463,338.72597872222224,-0.8308561799095014,-1.4246280348699125
2024-08-02,1.3942091293499028,361.49028105555556,-0.7842251685451984,-1.481721706122641
2024-08-03,1.3988579117240605,385.96965461111114,-0.7852791267684844,-1.5431168363484038
2024-08-04,1.6267893925846384,402.57520842857144,-0.8369550795801738,-1.5847641496172726
2024-08-05,1.6077435040629127,406.686382,-0.8326370519308584,-1.5950751175930558
2024-08-06,1.7716188871356213,423.7726356111111,-0.8697903952544284,-1.6379280428586411
2024-08-07,1.8152125784831972,424.05130194444445,-0.8796738283302774,-1.6386269478279907
2024-08-08,1.888272289366764,429.4201091666667,-0.8962377104136139,-1.652092105251945
2024-08-09,1.9450659158093817,426.1860517142857,-0.9091137938268069,-1.6439809753655572
2024-08-10,1.9998206198375479,440.41417127777777,-0.9215276187661898,-1.6796655998714018
2024-08-11,2.0423069578904505,453.7790591666667,-0.9311599959703999,-1.7131852089630666
2024-08-12,2.112246340955467,462.5697211111111,-0.9470164465374771,-1.7352324984341378
2024-08-13,1.8752009621485137,440.97283027777775,-0.8932742176746287,-1.68106673630077
2024-08-14,2.0427662995038705,421.0096006111111,-0.9312641365456724,-1.6309982538565513
2024-08-15,1.9404274443983456,440.21273294444444,-0.9080621732746564,-1.6791603854434514
2024-08-16,2.0219255689676046,453.2270305,-0.9265391876106371,-1.7118007016429981
2024-08-17,1.8029435760031476,277.68283233333335,-0.8768922362886176,-1.2715296758195613
2024-08-18,0.993169030483622,186.57350677777777,-0.6933025406292865,-1.0430242814895154
2024-08-19,0.9129936461763012,266.3526699444445,-0.6751254140626475,-1.2431132298771774
2024-08-20,1.0659563858342926,283.77170616666666,-0.7098046750698102,-1.2868007856409522
2024-08-21,1.1448243243020158,303.151996,-0.727685381373413,-1.3354072344714405
2024-08-22,1.2454375861748634,315.51143094444444,-0.7504961232382095,-1.3664051321998647
2024-08-23,1.3121952278637865,340.21504883333336,-0.7656312187884665,-1.428362675104046
2024-08-24,1.4428338433874819,368.3505916111111,-0.7952492202409132,-1.4989276063876795
2024-08-25,1.3536422039276546,318.67152316666665,-0.7750279549092386,-1.3743307546864223
2024-08-26,1.3941488954197434,356.07152816666667,-0.7842115124862774,-1.4681312832092632
2024-08-27,1.4582804757409145,385.05773305555556,-0.7987512351516299,-1.540829704999558
2024-08-28,1.546116295520532,392.7304028888889,-0.8186651130458555,-1.5600730309175073
2024-08-29,1.6923208886210455,405.1244761111111,-0.8518121870059276,-1.5911578026654047
2024-08-30,1.7664940646147183,417.7786531111111,-0.8686285106136646,-1.6228949238401635
2024-08-31,1.8532847187274504,426.0888742777778,-0.888305431631734,-1.6437372509354415
2024-09-01,1.9126958320265488,435.3490492777778,-0.901774943941936,-1.6669620956704625
2024-09-02,1.8748505353922627,396.024411,-0.893194769954412,-1.5683345191654565
2024-09-03,1.8448954352467115,415.396172,-0.8864034380341943,-1.6169195773818434
2024-09-04,1.843072736524822,398.25361244444446,-0.8859902011579777,-1.573925434826371
2024-09-05,1.4948056702484296,248.96190894444445,-0.8070321194800332,-1.1994965893656477
2024-09-06,1.0731470981301998,308.90838722222225,-0.7114349321447995,-1.349844466205198
2024-09-07,1.243871184851037,344.8983318888889,-0.7501409933518568,-1.4401085137966658
2024-09-08,1.4856876932861554,241.41079,-0.8049649186464249,-1.180558117354007
2024-09-09,0.7674316748265078,115.2726263888889,-0.6421240334097946,-0.8641991646313321
2024-09-10,0.546881785562586,199.75226144444443,-0.5921216132649566,-1.076077061910432
2024-09-11,0.7822283279580639,171.74019661111112,-0.6454786869491402,-1.0058218176562468
2024-09-12,0.6756991869411413,198.44664305555554,-0.6213267144200467,-1.0728025250506934
2024-09-13,0.9501247238647007,192.70218516666665,-0.6835436624381169,-1.0583952225368305
2024-09-14,0.9611195903306349,215.34607355555556,-0.6860363861220911,-1.115186891379923
2024-09-15,0.9641474926156961,232.3581965,-0.686722863194106,-1.1578538943250947
2024-09-16,0.9718527912731435,206.8863477222222,-0.6884697857706579,-1.0939696013200688
2024-09-17,0.9828602508575747,251.968365,-0.6909653645293006,-1.2070368869402552
2024-09-18,1.0148800859230982,262.2247976111111,-0.6982248070584184,-1.2327603808189624
2024-09-19,1.0209255692170218,253.20289188888887,-0.6995954211931624,-1.2101331238165187
2024-09-20,1.0559920781370378,286.9804623333333,-0.7075455966291297,-1.2948484590125
2024-09-21,1.1641230467187933,328.7967922222222,-0.7320607307774092,-1.3997252857525835
2024-09-22,1.3403309090730673,339.2780339444444,-0.7720100574157858,-1.4260126087922487
2024-09-23,1.1695674336028896,185.71506616666667,-0.7332950661076976,-1.0408712822311545
2024-09-24,0.9044455326131513,271.5512807777778,-0.6731874109774638,-1.256151528769149
2024-09-25,1.0731476747715971,295.27645372222224,-0.7114350628792356,-1.3156550973244125
2024-09-26,0.7717653519441819,100.17501933333334,-0.6431065518990726,-0.8263338349009942
2024-09-27,0.37729034829198055,90.28753427777778,-0.5536723429992882,-0.8015356744736679
2024-09-28,0.31921483484916696,98.668842,-0.540505633947715,-0.8225562891515807
2024-09-29,0.46919023655044617,158.767387,-0.5745076145076978,-0.9732855546811907
2024-09-30,0.5887356884316342,205.00584333333333,-0.6016106066303308,-1.0892532301439872
2024-10-01,0.6630641378099718,92.52506477777777,-0.6184621333616931,-0.8071474796989875
2024-10-02,0.29448955183854236,105.0702285,-0.53489999073735806,-0.8386111917372616
2024-10-03,0.3736491241813506,88.66908905555556,-0.5528468154126326,-0.7974765569085844
2024-10-04,0.4649179215658559,141.62087477777777,-0.573539007860179,-0.9302814986986367
2024-10-05,0.5679058372621052,160.83322005555556,-0.5968881242332218,-0.9784667366743768
2024-10-06,0.6244141037467799,132.75104072222223,-0.609699511678726,-0.9080356427870934
2024-10-07,0.5752750699324758,179.99785566666668,-0.5985588549207715,-1.026532317127371
2024-10-08,0.6535135453951854,81.37785544444445,-0.6162968512291558,-0.7791898864574516
2024-10-09,0.3486737191745184,141.7614558888889,-0.5471844652812993,-0.9306340810718892
2024-10-10,0.32691257710866845,121.54373427777777,-0.5422508433600203,-0.8799273238762715
2024-10-11,0.44209816426716725,148.97500672222222,-0.5683653798168349,-0.9487259203829548
2024-10-12,0.5734500883805793,133.74940044444443,-0.5981451004880712,-0.910539564099413
2024-10-13,0.36291864203002033,49.240925777777775,-0.5504140321603797,-0.6985893360608754
2024-10-14,0.24424759659332354,33.30918261111111,-0.5235092828868394,-0.6586319636133718
2024-10-15,0.18658555152547868,54.288186833333334,-0.5104363141652695,-0.7112480443846807
2024-10-16,0.22797160596088303,155.3657633888889,-0.5198192383141901,-0.9647541629726069
2024-10-17,0.6429554974582401,178.93569561111113,-0.6139031617532081,-1.023868382334128
2024-10-18,0.7153005595307952,104.32461627777778,-0.6303050207667371,-0.8367411700482931
2024-10-19,0.5094402512179734,106.65712677777778,-0.5836329790724163,-0.8425911884556456
2024-10-20,0.5049246336645528,141.4538342222222,-0.5826092115843748,-0.9298625551076971
2024-10-21,0.5304890494297648,153.25480694444445,-0.5884051004969274,-0.9594598099323443
2024-10-22,0.5418300932378224,137.50099594444444,-0.5909763084864853,-0.9199486976196869
2024-10-23,0.527568888854806,129.76661627777779,-0.5877430503075267,-0.9005506012683724
2024-10-24,0.5462353213553337,164.6364975,-0.5919750488073298,-0.9880054903298345
2024-10-25,0.6640410439249952,173.70125844444445,-0.6186836146336561,-1.0107402297375456
2024-10-26,0.6735901798137579,181.273773,-0.6208485665469109,-1.0297323626946941
2024-10-27,0.8306376653248495,174.97567994444444,-0.6564539090815378,-1.0139365237022355
2024-10-28,0.7240652470171175,159.36326244444444,-0.6322921248527649,-0.9747800312627493
2024-10-29,0.7112967747147597,151.28560466666667,-0.6293972944867146,-0.9545209813299433
2024-10-30,0.70270811818848,150.61702022222224,-0.6274500996205552,-0.9528441480179949
2024-10-31,0.7216975149462834,154.72702388888888,-0.6317553196238374,-0.9631521818314702
